SANY SE13122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE13125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE13625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE14525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Senvion 3.0M122;;;;;;;0.19;;;;;;;;;0.36;;;;;;;;;0.42;;;;;;;;;;0.44;;;;;;;;0.46;;;;;;;;;;0.45;;;;;;;;;;0.43;;;;;;;;;;;0.39;;;;;;;;;0.31;;;;;;;;;;0.24;;;;;;;0.19;;;;;;;;;0.15;;;;;;;;0.12;;;;;;;;;;0.1;;;;;;;;;0.09;;;;;;;;0.07;;;;;;;;;;0.06;;;;0.05;;;;;0.05;;0.04;;;;;;;;;;;
Senvion 3.2M114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Senvion 3.2M122;;;;;;;0.29;;;;;;;;;0.4;;;;;;;;;0.44;;;;;;;;;;0.45;;;;;;;;0.46;;;;;;;;;;0.44;;;;;;;;;;0.43;;;;;;;;;;;0.39;;;;;;;;;0.33;;;;;;;;;;0.26;;;;;;;0.2;;;;;;;;;0.16;;;;;;;;0.13;;;;;;;;;;0.11;;;;;;;;;0.09;;;;;;;;0.08;;;;;;;;;;0.07;;;;0.06;;;;;0.05;;0.04;;;;;;;;;;;
Senvion 3.4M114;;;;;;;0.14;;;;;;;;;0.35;;;;;;;;;0.42;;;;;;;;;;0.45;;;;;;;;0.46;;;;;;;;;;0.47;;;;;;;;;;0.46;;;;;;;;;;;0.44;;;;;;;;;0.39;;;;;;;;;;0.32;;;;;;;0.25;;;;;;;;;0.2;;;;;;;;0.16;;;;;;;;;;0.13;;;;;;;;;0.11;;;;;;;;0.09;;;;;;;;;;0.08;;;;0.07;;;;;0.06;;0.05;;;;;;;;;;;
Senvion 3.4M140;;;;;;;0.85;;;;;;;;;0.81;;;;;;;;;0.79;;;;;;;;;;0.79;;;;;;;;0.78;;;;;;;;;;0.75;;;;;;;;;;0.67;;;;;;;;;;;0.54;;;;;;;;;0.39;;;;;;;;;;0.29;;;;;;;0.23;;;;;;;;;0.18;;;;;;;;0.15;;;;;;;;;;0.12;;;;;;;;;0.1;;;;;;;;0.09;;;;;;;;;;0.07;;;;0.06;;;;;0.06;;0.05;;;;;;;;;;;
Senvion MM100;;;;;;;0.15;;;;;;;;;0.33;;;;;;;;;0.4;;;;;;;;;;0.44;;;;;;;;0.45;;;;;;;;;;0.46;;;;;;;;;;0.45;;;;;;;;;;;0.4;;;;;;;;;0.31;;;;;;;;;;0.24;;;;;;;0.19;;;;;;;;;0.15;;;;;;;;0.12;;;;;;;;;;0.1;;;;;;;;;0.09;;;;;;;;0.07;;;;;;;;;;0.06;;;;0.05;;;;;0.05;;0.04;;;;;;;;;;;
Siemens SWT-2.3-113;;;;;;;0.4;;;;;;;;;0.44;;;;;;;;;0.46;;;;;;;;;;0.47;;;;;;;;0.48;;;;;;;;;;0.48;;;;;;;;;;0.45;;;;;;;;;;;0.37;;;;;;;;;0.28;;;;;;;;;;0.22;;;;;;;0.17;;;;;;;;;0.14;;;;;;;;0.11;;;;;;;;;;0.09;;;;;;;;;0.08;;;;;;;;0.06;;;;;;;;;;0.06;;;;0.05;;;;;0.04;;0.04;;0.03;;0.03;;0.02;;;;;
Siemens SWT-3.15-142;;;;;;;0.21;;;;;;;;;0.385;;;;;;;;;0.453;;;;;;;;;;0.462;;;;;;;;0.457;;;;;;;;;;0.443;;;;;;;;;;0.398;;;;;;;;;;;0.319;;;;;;;;;0.244;;;;;;;;;;0.188;;;;;;;0.148;;;;;;;;;0.118;;;;;;;;0.096;;;;;;;;;;0.079;;;;;;;;;0.066;;;;;;;;0.056;;;;;;;;;;0.047;;;;0.041;;;;;0.035;;0.03;;0.027;;;;;;;;;
Siemens SWT-3.2-113;;;;;;;0.39;;;;;;;;;0.43;;;;;;;;;0.46;;;;;;;;;;0.47;;;;;;;;0.48;;;;;;;;;;0.48;;;;;;;;;;0.47;;;;;;;;;;;0.44;;;;;;;;;0.38;;;;;;;;;;0.3;;;;;;;0.24;;;;;;;;;0.19;;;;;;;;0.15;;;;;;;;;;0.13;;;;;;;;;0.11;;;;;;;;0.09;;;;;;;;;;0.08;;;;0.07;;;;;0.06;;0.05;;;;;;;;;;;
Siemens SWT-3.3-130;;;;;;;0.19;;;;;;;;;0.35;;;;;;;;;0.41;;;;;;;;;;0.43;;;;;;;;0.45;;;;;;;;;;0.45;;;;;;;;;;0.44;;;;;;;;;;;0.38;;;;;;;;;0.3;;;;;;;;;;0.24;;;;;;;0.19;;;;;;;;;0.15;;;;;;;;0.12;;;;;;;;;;0.1;;;;;;;;;0.08;;;;;;;;0.07;;;;;;;;;;0.06;;;;0.05;;;;;0.04;;0.04;;0.03;;0.03;;0.03;;;;;
Siemens SWT-3.3-130 LN;;;;;;;0.196;;;;;;;;;0.354;;;;;;;;;0.414;;;;;;;;;;0.443;;;;;;;;0.455;;;;;;;;;;0.458;;;;;;;;;;0.438;;;;;;;;;;;0.381;;;;;;;;;0.302;;;;;;;;;;0.235;;;;;;;0.185;;;;;;;;;0.148;;;;;;;;0.12;;;;;;;;;;0.099;;;;;;;;;0.083;;;;;;;;0.07;;;;;;;;;;0.059;;;;0.051;;;;;0.044;;0.038;;0.033;;0.029;;0.026;;;;;
Siemens SWT-3.6-120 Onshore;;;;;;;0.0;;;;;;;;;0.36;;;;;;;;;0.41;;;;;;;;;;0.42;;;;;;;;0.43;;;;;;;;;;0.44;;;;;;;;;;0.44;;;;;;;;;;;0.42;;;;;;;;;0.37;;;;;;;;;;0.3;;;;;;;0.24;;;;;;;;;0.19;;;;;;;;0.15;;;;;;;;;;0.13;;;;;;;;;0.11;;;;;;;;0.09;;;;;;;;;;0.08;;;;0.07;;;;;0.06;;0.05;;0.04;;0.04;;0.03;;;;;
Siemens SWT-3.6-130;;;;;;;0.196;;;;;;;;;0.354;;;;;;;;;0.414;;;;;;;;;;0.443;;;;;;;;0.455;;;;;;;;;;0.457;;;;;;;;;;0.444;;;;;;;;;;;0.401;;;;;;;;;0.327;;;;;;;;;;0.256;;;;;;;0.202;;;;;;;;;0.161;;;;;;;;0.131;;;;;;;;;;0.108;;;;;;;;;0.09;;;;;;;;0.076;;;;;;;;;;0.065;;;;0.055;;;;;0.048;;0.042;;0.036;;0.032;;0.028;;;;;
Siva 250/50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Südwind S-70;;;;;;;;;;;;0.017;;;;0.159;;;;;0.259;;;;0.293;;;;;;;0.346;;;0.369;;;;0.395;;;;0.401;;;;;0.417;;;;;0.433;;;;;0.432;;;;;0.431;;;;;;0.435;;;;;0.425;;;;0.41;;;;;0.407;;;;;0.381;;;;;0.348;;;;0.32;;;0.289;;;;;0.26;;;;0.233;;;;0.211;;;;0.189;;;;;0.174;;;;;0.155;;;0.142;;;;;;0.13;;;;0.12;;;;0.108;;;;0.1;;;;;;0.094;;;;;;;;;;;;;;;;;;;;;;
Südwind S-70 (special nacelle);0.0;;0.0;;;;0.0;;;;;;;;;0.159;;;;;;;;;0.295;;;;;;;;;;0.373;;;;;;;;0.407;;;;;;;;;;0.44;;;;;;;;;;0.428;;;;;;;;;;;0.431;;;;;;;;;0.409;;;;;;;;;;0.35;;;;;;;0.29;;;;;;;;;0.232;;;;;;;;0.189;;;;;;;;;;0.155;;;;;;;;;0.13;;;;;;;;0.109;;;;;;;;;;0.093;;;;0.08;;;;;0.069;;0.06;;0.052;;0.046;;0.041;;;;;
Südwind S-77;;;;;;;;;;;;0.154;;;;0.257;;;;;0.319;;;;0.367;;;;;;;0.388;;;0.401;;;;0.411;;;;0.419;;;;;0.423;;;;;0.427;;;;;0.426;;;;;0.423;;;;;;0.414;;;;;0.407;;;;0.395;;;;;0.369;;;;;0.337;;;;;0.305;;;;0.274;;;0.245;;;;;0.218;;;;0.195;;;;0.176;;;;0.159;;;;;0.145;;;;;0.132;;;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
superwind SW 350-II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 33-350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 60-1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 62-1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 64-950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 64-1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 64-1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 66-1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suzlon S 88-2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tacke TW 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tacke TW 80;;;;;;;0.14;;;;;0.27;;;;0.34;;;;;0.37;;;;0.38;;;;;;;0.37;;;0.36;;;;0.35;;;;0.35;;;;;0.36;;;;;0.35;;;;;0.35;;;;;0.33;;;;;;0.31;;;;;0.3;;;;0.28;;;;;0.26;;;;;0.24;;;;;0.23;;;;0.21;;;0.19;;;;;0.18;;;;0.16;;;;0.15;;;;0.13;;;;;0.12;;;;;0.11;;;0.1;;;;;;0.09;;;;0.08;;;;0.07;;;;0.07;;;;;;0.06;;0.06;;0.05;;;;;;;;;;;;;;;;;;
Tacke TW 500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tacke TW 600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tellus T-1780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wind Turbine Company WTC 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUGE 10 kW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TURBOWINDS T400-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TURBOWINDS T600-48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unison U54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USW U.S. Windpower 56-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 77/1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 82/1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 100/2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 109/2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 112/2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vensys 120/3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venturicon 3.ZERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vergnet GEV HP 1000/62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vergnet GEV MP C 200/30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vergnet GEV MP C 200/32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vergnet GEV MP R 275/32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vergnet GEV MP C 275/30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V19-90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V27.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V52;;;;;;;0.05;;;;;0.27;;;;0.37;;;;;0.45;;;;0.48;;;;;;;0.49;;;0.47;;;;0.48;;;;0.47;;;;;0.45;;;;;0.44;;;;;0.47;;;;;0.46;;;;;;0.45;;;;;0.45;;;;0.42;;;;;0.39;;;;;0.38;;;;;0.35;;;;0.32;;;0.29;;;;;0.26;;;;0.24;;;;0.21;;;;0.19;;;;;0.18;;;;;0.16;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V66-1.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V66-1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V80-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vestas V90;;;;;;;0.0;;;;;0.254;;;;0.379;;;;;0.407;;;;0.433;;;;;;;0.438;;;0.46;;;;0.461;;;;0.449;;;;;0.447;;;;;0.442;;;;;0.452;;;;;0.439;;;;;;0.43;;;;;0.408;;;;0.389;;;;;0.361;;;;;0.327;;;;;0.296;;;;0.262;;;0.234;;;;;0.211;;;;0.188;;;;0.168;;;;0.153;;;;;0.139;;;;;0.128;;;0.116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
