wind_speed;ACSA A27/225;ACSA A29/225;Adani 5.2-160;AWT Inc. AWT-26 / WC-86;AWP A/S AWP 90/18;AWP A/S AWP 200/23;Aeolia Windtech D2CF 200;aerodyn SCD 8.0/168;AERODAN 75/15;Alstom ECO 122/2700;AN Bonus 150/30;AN Bonus 450/37;AN Bonus 1000/54;AN Bonus 1300/62;Hummer H8.16-10KW;Hummer H13.2-20KW;Hummer H13.2-30KW;Hummer H17.0-50KW;Hummer H21.0-60KW;Hummer H21.0-100KW;Hummer H25.0-60KW;Hummer H25.0-100KW;Hummer H25.0-200KW;Aria Libellula 20;Aria Libellula 55+;Aria Libellula 60i;ATB Riva Calzoni ATB 60.28 DD;ATB Riva Calzoni ATB 500.54;Aventa AV-7;b.ventus 250 kW;Baltic WindWerke BW 3200;Baltic WindWerke BW 3500;Baltic WindWerke BW 4500;Bergey BWC Excel 10;Bergey Excel 15;Bonus B23/150 Gittermast;Bonus B31/300;Bonus B35/450;Bonus B37/450;Bonus B41/600;Bonus B44/600;Bonus B54/1000;Bonus B62/1300;Bonus B76/2000;Bonus B82/2300;Braun Windturbinen ANTARIS 5.5kW;Braun Windturbinen ANTARIS 12.0kW;Cannon 26/250;Carter CWT 300;CENEMESA FL-19;CRRC CWT1500-D77;CRRC CWT1500-D83;CRRC CWT1500-D87;CRRC CWT1500-D93;CRRC CWT2000-D122;DWP D75/15;DWP D110/19;DWT Danish Wind Tech Windane 10;DWT Danish Wind Tech Windane 29;DWT Danish Wind Tech Windane 31;DWT Danish Wind Tech Windane 34;DWT Danish Wind Tech Windane 34 US;DWT Danish Wind Tech Windane 40;DANREGN Bonus 22;DANREGN Bonus 30;DANREGN Bonus 55;DANREGN Bonus 95;DANREGN Bonus 100;Danwin Danwin 23;DeWind D4 48/600;Dongfang G2000-116 / FD116-2000 geared;ecotècnia ECO 12/30;ecotècnia ECO 48/750;Enercon E-16;Enercon E-17;Enercon E-18;Enercon E-30;Enercon E-33 / 300;Enercon E-40/5.40;Enercon E-40/6.44;Enercon E-44;Enercon E-48;Enercon E-53;Enercon E-58/10.58;Enercon E-66/15.66;Enercon E-66/18.70;Enercon E-70 E4 2.300;Enercon E-82 E2 2.300;Enercon E-82 E2 2.000;Enercon E-82 E4 2.350;Enercon E-82 E4 3.000;Enercon E-92;Enercon E-101;Enercon E-101 E2 3.050;Enercon E-101 E2 3.500;Enercon E-112/45.114;Enercon E-115 2.500;Enercon E-115 EP3 3.000 prototype;Enercon E-115 3.000;Enercon E-126 EP4;Enercon E-126 7.58 EP8;Enercon E-141 EP4;Enercon E-175 EP5;eno energy eno 100;eno energy eno 114 3.5;eno energy eno 126 3.5;Enron 900s;FREEN 20 kW;Fuhrländer FL MD 77;Fuhrländer FL 2500/90;Fuhrländer FL 2500/100;Fuhrländer FL 2500/104;Fuhrländer LLC WTU2.0-93;Fuhrländer LLC WTU2.0-100;Fuhrländer LLC WTU3.0-120;Fuhrländer LLC WTU3.5-120;Fuhrländer LLC WTU4.5-151;FWT 93/2000;FWT 100/2000;FWT 100/2500;FWT 104/2500;FWT 120/3000;Gamesa G52;Gamesa G58;Gamesa G80;Gamesa G83;Gamesa G97;Gamesa G114-2.0MW;Gamesa G114-2.5MW;Gamesa G126-2.5MW;Gamesa G128-4.5MW;Gamesa G128-5.0MW;Gamesa G132-3.3MW;Gamesa G132-5.0MW;Garuda G 1700.84;GE Vernova GE 1.5s;GE Vernova GE 1.5sl;GE Vernova GE 1.6 - 100;GE Vernova GE 2.5 - 100;GE Vernova GE 2.5-103;GE Vernova GE 2.5 - 120;GE Vernova GE 2.75 - 103;GE Vernova GE 2.75 - 120;GE Vernova GE 3.2-130;GE Vernova GE 3.4-137;Greenstorm GS 21 S;WEG AGW 100;Halbes 1 kW;Halbes 2 kW;HEAG HW1-780;HEAG HW3/S2500(90);HEAG HW3/S2500(97);HEAG HW3/S2500(103);HEAG HW3/S2500(110);Iskra AT5-1;Jacobs Wind Electric 31-20;Krogmann 15-50;Kuriant KE 18/4EH;Lagerwey LW 52/750;Lagerwey LW 58/750;Lagerwey LW 72/2000;Leitwind LTW42 250;Leitwind LTW42 500;Leitwind LTW77 800;Leitwind LTW77 850;Leitwind LTW77 1000;Leitwind LTW77 1500;Leitwind LTW80 500;Leitwind LTW80 800;Leitwind LTW80 850;Leitwind LTW80 1000;Leitwind LTW80 1500;Leitwind LTW80 1650;Leitwind LTW80 1800;Leitwind LTW86 1000;Leitwind LTW86 1500;Leitwind LTW90 500;Leitwind LTW90 900;Leitwind LTW90 950;Leitwind LTW90 1000;Leitwind LTW90 1500;Leitwind LTW90 2000;Leitwind LTW101 2000;Leitwind LTW101 2500;Leitwind LTW101 3000;Leitwind LTW104 2000;Leitwind LTW104 2500;MAN Aeroman 11/11;Micon M 530;Micon M 700-225;Mitsubishi MWT-250C;Mitsubishi MWT-500;Multibrid M5000;NEG Micon NM 43/600;NEG Micon NM 44/750;NEG Micon NM 48/750;NEG Micon NM 52/900;NEG Micon NM 54/950;NEG Micon NM 60/1000;NEG Micon NM 72C/1500;NEG Micon NM 72/1650;NEG Micon NM 82/1500;NEG Micon NM 82/1650;Nordex N27/150;Nordex N27/250;Nordex N29;Nordex N43;Nordex N50;Nordex N52;Nordex N60;Nordex N62;Nordex N70;Nordex N77;Nordex N80 Alpha;Nordex N90 Beta;Nordex N90/2500;Nordex N100 Delta;Nordex N100 Gamma;Nordex N117 Delta;Nordex N117 2400;Nordex N117/3600 Delta;Nordex N131/3000 Delta;Nordex N131/3300 Delta;Nordex N131/3600 Delta;Nordtank NTK 150;Nordtank NTK 200;Nordtank NTK 400;NPS Northern Power NPS 60-24;NPS Northern Power NPS 100C-24;Norwin 24 STALL 150;Norwin 29 STALL 225;Norwin 47 ASR 500;PowerWind PW56;REpower 48/600;Ropatec 3kW;S&G Engineering SG2500.131 DD;S&G Engineering SG2700.100 DD;S&G Engineering SG2700.116 DD;Samsung 25s;SANY SE8220;SANY SE8720;SANY SE9315;SANY SE9320;SANY SE10015;SANY SE10020;SANY SE11520;SANY SE11525;SANY SE12120;SANY SE12125;SANY SE12130;SANY SE12520;SANY SE12525;SANY SE12725;SANY SE12730;SANY SE13122;SANY SE13125;SANY SE13625;SANY SE14525;Senvion 3.0M122;Senvion 3.2M114;Senvion 3.2M122;Senvion 3.4M114;Senvion 3.4M140;Senvion MM100;Siemens SWT-2.3-113;Siemens SWT-3.15-142;Siemens SWT-3.2-113;Siemens SWT-3.3-130;Siemens SWT-3.3-130 LN;Siemens SWT-3.6-120 Onshore;Siemens SWT-3.6-130;Siva 250/50;Südwind S-70;Südwind S-70 (special nacelle);Südwind S-77;superwind SW 350-II;Suzlon S 33-350;Suzlon S 60-1000;Suzlon S 62-1000;Suzlon S 64-950;Suzlon S 64-1000;Suzlon S 64-1250;Suzlon S 66-1250;Suzlon S 88-2100;Tacke TW 45;Tacke TW 80;Tacke TW 500;Tacke TW 600;Tellus T-1780;Wind Turbine Company WTC 100;TUGE 10 kW;TURBOWINDS T400-34;TURBOWINDS T600-48;Unison U54;USW U.S. Windpower 56-100;Vensys 77/1500;Vensys 100/2500;Vensys 109/2500;Vensys 112/2500;Vensys 120/3000;Venturicon 3.ZERO;Vergnet GEV HP 1000/62;Vergnet GEV MP C 200/30;Vergnet GEV MP C 200/32;Vergnet GEV MP R 275/32;Vergnet GEV MP C 275/30;Vestas V19-90;Vestas V20;Vestas V27;Vestas V27_2;Vestas V29;Vestas V39;Vestas V42;Vestas V44;Vestas V47;Vestas V52;Vestas V63;Vestas V66-1.65;Vestas V66-1.75;Vestas V80-1.8;Vestas V90;Vestas V90 Gridstreamer;Vestas V100-1.8;Vestas V112-3.0 Offshore;Vestas V112-3.075 Onshore;Vestas V112-3.3;Vestas V112-3.45;Vestas V117-3.3;Vestas V117-3.45;Vestas V126-3.0;Vestas V126-3.3;Vestas V126-3.45;Vestas V136-3.45;Vestas V164-8.0;Vind-Syssel VS130/22;W2E Wind to Energy W2E-93/2.0;W2E Wind to Energy W2E-100/2.0;W2E Wind to Energy W2E-100/2.5;W2E Wind to Energy W2E-110/2.5;W2E Wind to Energy W2E-120/3fc;W2E Wind to Energy W2E-120/3.5fc;W2E Wind to Energy W2E-120/3.2fc;W2E Wind to Energy W2E-138/3.0fc;W2E Wind to Energy W2E-145/3.0fc;W2E Wind to Energy W2E-151/4.5;W2E Wind to Energy W2E-151/4.8;W2E Wind to Energy W2E-151/4.8fc;W2E Wind to Energy W2E-155/4.5fc;W2E Wind to Energy W2E-165/5.2;W2E Wind to Energy W2E-171/8.0;W2E Wind to Energy W2E-172/5.5;W2E Wind to Energy W2E-185/6.0;W2E Wind to Energy W2E-215/9.0;WDRVM WD2.5-103;WES 18/80;WES 18/100;WES 20/50;WES 30/250;Wincon W755/48;WEG Wind EnergyGroup WEG MS-3;WESPA 200/29;WESPA 200/31;WESPA 500/47;WESPA 750/47;Wind World (India) ww-53;Wind World W2700;Windflow 45-500;Windflow 33-500;WindMaster / HMZ WM 300/25;WindMaster / HMZ WM 600 VS45;Windspot 7.5Kw;WinWinD WWD-1 D56;WinWinD WWD-1 D60;WinWinD WWD-1 D64;Senvion 3.4M104;Vestas V150-4.2
9,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;588,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;859,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,5;;;;127;;;;;;;;;532,19;;;;;;;;;;;;;;;;;;;;;5,53;12,25;;192,61;260,04;;322,67;322,96;533,53;726,74;1044,61;1244,91;;;;106,12;;;;;;;;;;120;;;;;;;;;;;;;;409,06;;;;;;279,46;357;;;;;765,9;;;;;;;;;;;;;;;;;;5031;;;;496,65;;;;;;;;;;;;;;;;502,71;613,84;1195,3;1211,57;;;;;;;;;;926,5;1062;1519;1777,6;1892;2316;1899;2373;2737,4;2971;;;;;;;;;;;11,45;;;488,87;564,13;953,26;250;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;287;;;332,3;393,4;480,83;516,35;589,95;938,43;943,13;1179;1143;;;145,9;318,53;416,91;;623,65;669,61;873,04;1015,17;1142,43;1424,3;1520;1852;1877;2420;2212;2520;2740;2901;3076;;;;;;101;108,65;388,35;;367,37;;;;;1427;1023;1383,51;1500;1592,54;1500;1955;2000;2279;2000;2500;2735;2000;2500;2500;3000;2200;2500;2500;2500;;;;;;;;;;;;;;;880,3;;1013,48;;182;624,43;665,7;757,7;757,7;720,13;739,7;1358,26;;53,76;;;;;;;477,26;;;1032,3;1675,8;;2071,7;2440,1;;;135;164,1;164;164;;;133,26;;147,3;270,09;313,91;330,83;402,17;496,4;;808,9;946,35;1133,91;1429,6;1427;1663;2272;2282;2268;2348;2463;2544;2738;2804;2865;3193;;81,6;;;;;;;;;;;;;;;;;;;;;;;;399;;;;;;560;;328;182;;383,7;;;;;2476;3773
9,51;;;;;;;;;;;;;;687,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,98;;;;;;;;;;;;;;755,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;149;164,9;4602,3;;52;100;164,26;5000;47,5;2541;109;272;600,5;;9;20;30;50;60;86;60;100;134;19;50;56;60;495;6,2;249;2731;2767;4027;6,15;13,75;110,2;211,6;287,4;259,8;361,6;361,6;598,1;820;1190;1419;3,8;9,5;;119,76;100;1210;1340;1500;1500;2000;50;75;10,7;140;135;200;223;371,1;13,6;17,2;41;65;67;110,1;489;2000;20,5;466,57;45;56;56,6;181,6;228;328;403,4;466;555;645;;;;1223;1580;1580;1580;1510;1817,8;2340;2280;2280;2720;2382;2620;2580;3120;3750;3480;5373;1883;;2981;577;10,3;1146;1678;2164,47;2140;1735;1848;2881;2767;4255,5;1734;1848,5;2164,47;2113,15;2733;564,5;695;1345;1373,7;1836;1965;2332;2440,7;3441;3487;3103;3667;1350;1079;1181;1571;1985,2;2115;2416;2120;2518;2932,7;3156;60;85;0,77;0,92;450;1613,6;1874,4;2071,4;2422,5;4,21;13,1;;12;552;622;1091;250;360;788;834;952;1062;500;800;850;972;1222;1239;1256;986;1283;500;900;950;1000;1431;1633;1983;2125;2069;2000;2204;11;139,4;125,4;;325;2800;349,4;372,87;446,2;540,01;579;649,27;1058;1067;1292;1258;136;130;158,1;363,63;470;523;704;760;1006;1162;1306;1607;1722;2136;2108;2643;2325;2846;2881;3091;3327;111;161,78;217,5;59,7;85,1;112;123;440;687;417,16;1,31;2497;2100;2620;1619;1188,9;1570,67;1500;1833,14;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;2769;2697;2810,5;2721;3289;1901;2246;3090;2712;3122;3096;2910;3261;156;1006,1;1016;1157,7;0,19;204;711;758;861;861;811;832;1540;28,7;62,31;280;342,6;54;90;9;240;538;593;;1161,5;1904,1;2193;2269,5;2670,7;0,64;731;154;184,5;189;189;59,6;64,9;150;148,3;165;305;356;371;450;578,4;803;913,6;1077,07;1286;1594,3;1604;1749;2572;2585;2586;2693;2803;2905;2920;3090;3187;3414,6;5600;;1734;1848,5;2164,47;2219;2733;2878;2731;2895;2724;4027;4255,5;3776;3778;4649;5469;5012;5472;7708;1921;51,4;53,8;59;145;446,3;;128;138;448;453;645;125;377;211;115;;5,8;628;723,2;775,91;2715;4012
10,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;680,8;;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;442,1;;;;;;
10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2722,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499,2;;;;;;
10,48;;;;;;;;;;;;;;856,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;998,2;1135,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,5;;;;164;;;;;;;;;670,17;;;;;;;;;;;;;;;;;;;;;6,83;14,5;;231,15;315,35;;397,65;397,65;664,05;913;1346;1594;;;;133,4;;;;;;;;;;166;;;;;;;;;;;;;;520,31;;;;;;362,93;460,8;;;;;;;;;;;;;;;;;;;;;;;5624;;;;658;;;;;;;;;;;;;;;;624,55;745,8;1468;1523,55;;;;;;;;;;1211;1283;1594;2193,1;2282;2477;2291;2619;3067,2;3285;;;;;;;;;;;15;34;;605;661;1249,5;250;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;361;;;405,5;499,4;592,14;640;694;1171,5;1187,5;1353;1381;;;177,2;405,08;521;;787,5;842,5;1138,5;1307,5;1482;1799,5;1924;2430;2282;2807;2385;3109;2965;3215;3491;;;;;;122;136;490;;446,5;;;;;1829;1359,9;1728,51;1500;2000;1500;2000;2000;2500;2000;2500;3000;2000;2500;2500;3000;2200;2500;2500;2500;;;;;;;;;;;;;;;1133,6;;1291,54;;225,5;774;825,5;905,5;930,5;900,5;920;1710;;68,43;;;;;;;569;;;1287,6;2116,8;;2412,6;2835,1;;;176;194,4;215;215;;;165;;180,5;340;398;410,5;494;629,8;;984;1168;1434;1742,9;1762;1784;2808;2821;2868;3011;3063;3201;2985;3238;3366;3450;;102,9;;;;;;;;;;;;;;;;;;;;;;;;511,1;;;;;;720;;417;243;;;;;;;2911;4131
10,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;854,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1274,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;551,1;;;;;;
