experiment,park_id,variant,r2,energy_ratio,wasserstein,rmse_n,mae_n,n_hours,outlier_share,bias_n,commissioning_date,age_years_2023_12
M5_simgate,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M5_simgate,07374,raw,0.660507,0.796586,0.041375,0.12201,0.079077,7512,0.023429,-0.039099,2002-05-17,21.54
M5_simgate,07374,clean,0.715317,0.768579,0.047265,0.111618,0.074869,7336,0.023429,-0.045331,2002-05-17,21.54
M5_simgate,07374,clean_exkl_curt,0.710692,0.752209,0.048017,0.108667,0.072896,7336,0.023429,-0.045331,2002-05-17,21.54
M5_gate5,00198_1,raw,0.435341,0.981057,0.03399,0.206443,0.131485,7512,0.09558,-0.005106,2013-09-01,10.25
M5_gate5,00198_1,clean,0.585329,0.938627,0.040322,0.173324,0.11579,6794,0.09558,-0.01699,2013-09-01,10.25
M5_gate5,00198_1,clean_exkl_curt,0.561765,0.928633,0.041023,0.173191,0.115469,6794,0.09558,-0.01699,2013-09-01,10.25
M5_gate5,00198_2,raw,0.697766,0.918553,0.049672,0.184548,0.123009,3649,0.207728,-0.029428,2018-12-13,4.97
M5_gate5,00198_2,clean,0.847292,0.902589,0.04792,0.128902,0.088832,2891,0.207728,-0.032995,2018-12-13,4.97
M5_gate5,00198_2,clean_exkl_curt,0.842488,0.89902,0.048563,0.129654,0.089267,2891,0.207728,-0.032995,2018-12-13,4.97
M5_gate5,00282,raw,0.025317,1.107096,0.043734,0.324617,0.208066,7512,0.179446,0.038492,2017-02-20,6.78
M5_gate5,00282,clean,0.252658,1.121885,0.054201,0.276083,0.171443,6164,0.179446,0.042337,2017-02-20,6.78
M5_gate5,00282,clean_exkl_curt,0.244002,1.124889,0.05517,0.276475,0.172315,6164,0.179446,0.042337,2017-02-20,6.78
M5_gate5,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5_gate5,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5_gate5,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5_gate5,01200_1,raw,-0.311809,1.649774,0.179559,0.334269,0.226418,7512,0.124734,0.178617,2012-01-01,11.92
M5_gate5,01200_1,clean,0.066853,1.638858,0.174077,0.267422,0.189156,6575,0.124734,0.171375,2012-01-01,11.92
M5_gate5,01200_1,clean_exkl_curt,0.012083,1.663449,0.173862,0.266866,0.188358,6575,0.124734,0.171375,2012-01-01,11.92
M5_gate5,01200_2,raw,0.444701,1.300787,0.08806,0.216825,0.130876,7512,0.144702,0.085926,2014-01-01,9.91
M5_gate5,01200_2,clean,0.593941,1.333357,0.07987,0.1568,0.101032,6425,0.144702,0.077299,2014-01-01,9.91
M5_gate5,01200_2,clean_exkl_curt,0.57343,1.343068,0.079412,0.156214,0.100312,6425,0.144702,0.077299,2014-01-01,9.91
M5_gate5,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5_gate5,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5_gate5,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5_gate5,01303_2,raw,0.782296,1.030303,0.010416,0.100708,0.064949,7511,0.080149,0.006052,2001-11-23,22.02
M5_gate5,01303_2,clean,0.848226,1.016225,0.007796,0.076017,0.053601,6909,0.080149,0.002982,2001-11-23,22.02
M5_gate5,01303_2,clean_exkl_curt,0.83954,1.013769,0.007322,0.074913,0.052643,6909,0.080149,0.002982,2001-11-23,22.02
M5_gate5,02483,raw,0.524448,1.062753,0.045069,0.248123,0.156642,7512,0.160676,0.02909,2015-12-01,8.0
M5_gate5,02483,clean,0.766301,1.064629,0.046975,0.177283,0.113435,6305,0.160676,0.028944,2015-12-01,8.0
M5_gate5,02483,clean_exkl_curt,0.772083,1.069494,0.047143,0.173449,0.112513,6305,0.160676,0.028944,2015-12-01,8.0
M5_gate5,04745,raw,0.736714,0.996935,0.005956,0.071905,0.041159,7501,0.012398,-0.00033,2003-06-01,20.5
M5_gate5,04745,clean,0.780603,0.979962,0.005527,0.063616,0.038549,7408,0.012398,-0.002121,2003-06-01,20.5
M5_gate5,04745,clean_exkl_curt,0.772909,0.981578,0.005877,0.059384,0.036084,7408,0.012398,-0.002121,2003-06-01,20.5
M5_gate5,05347,raw,-0.23103,1.520055,0.140948,0.333888,0.228842,7511,0.278125,0.140893,2018-07-01,5.42
M5_gate5,05347,clean,-0.087792,1.495015,0.129737,0.286937,0.192621,5422,0.278125,0.128832,2018-07-01,5.42
M5_gate5,05347,clean_exkl_curt,-0.091485,1.539718,0.136053,0.27817,0.188037,5422,0.278125,0.128832,2018-07-01,5.42
M5_gate5,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M5_gate5,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
M5_gate5,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M5_gate5,07374,raw,0.689093,1.06323,0.012483,0.116761,0.070126,7512,0.031949,0.012154,2002-05-17,21.54
M5_gate5,07374,clean,0.762844,1.028693,0.007686,0.101939,0.064825,7272,0.031949,0.00567,2002-05-17,21.54
M5_gate5,07374,clean_exkl_curt,0.76545,1.020793,0.006124,0.097914,0.062431,7272,0.031949,0.00567,2002-05-17,21.54
